UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
SheepWolf,@realsheepwolf,2020-01-24T20:30:00.000Z,"SheepWolf
@realsheepwolf
Â·
Jan 24, 2020","$VERB WEALTH BUILDER--ULTIMATE BUY LOW OPPORTUNITY-OVERSOLD 5 YEAR LOWS
O/S=25m
PATENT PENDING TECH THAT RIVALS $ZM AND HUGE BIG TECH INTEGRATIONS 
OVER 900,000 MEMBERS WITH RECURRING REVENUE AND BACKLOG

$FCEL $GE $ORCL $CRM $QCOM $AAPL $CVSI $SAVA  $PLUG $ARAV $PIXY $BOLD",ğŸ’« ğŸ’« ğŸ’« ğŸ’«,,,,[],https://twitter.com/realsheepwolf/status/1220805973604020227
Leni,@TweetLeni,2020-01-24T18:46:55.000Z,"Leni
@TweetLeni
Â·
Jan 24, 2020",$ZM added a bit more here. Hoping this comes in a bit more Id like to add quite a bit if I can get a better discount.,,1,,1,[],https://twitter.com/TweetLeni/status/1220780031963803654
SheepWolf,@realsheepwolf,2020-01-24T18:00:01.000Z,"SheepWolf
@realsheepwolf
Â·
Jan 24, 2020","$VERB WEALTH BUILDER--ULTIMATE BUY LOW OPPORTUNITY-OVERSOLD 5 YEAR LOWS
O/S=25m
PATENT PENDING TECH THAT RIVALS $ZM AND HUGE BIG TECH INTEGRATIONS 
OVER 900,000 MEMBERS WITH RECURRING REVENUE AND BACKLOG

$FCEL $GE $ORCL $CRM $QCOM $AAPL $CVSI $SAVA  $PLUG $ARAV $PIXY $BOLD",ğŸ’« ğŸ’« ğŸ’« ğŸ’«,,1,1,['https://pbs.twimg.com/media/EO90TBNWAAYOL8E.jpg'],https://twitter.com/realsheepwolf/status/1220768228550631425
SwingTradeBot,@SwingTradeBot,2020-01-24T17:07:57.000Z,"SwingTradeBot
@SwingTradeBot
Â·
Jan 24, 2020",Outside Day today: $MATW $ZM $SIF ...,,,,,['https://pbs.twimg.com/card_img/1645232443413364737/09Wsa9AS?format=jpg&name=small'],https://twitter.com/SwingTradeBot/status/1220755128338259968
SheepWolf,@realsheepwolf,2020-01-24T17:00:01.000Z,"SheepWolf
@realsheepwolf
Â·
Jan 24, 2020","$VERB THIS IS WHERE ""REAL"" MONEY IS MADE-BUYING BOTTOMS 
BUYING 5 YEAR LOWS 
PATENT PENDING-DISRUPTIVE TECH THAT RIVALS $ZM AND HUGE BIG TECH INTEGRATIONS 
OVER 800K MEMBERS 

$INPX $ACAD $APT $DFFN $DLTH $CRM $SAVA $AAPL $GENE $GNPX $DPW $GE $BABA $SFET $VERU $ECA $ACB $JD",ğŸ’« ğŸ’« ğŸ’« ğŸ’«,,3,4,['https://pbs.twimg.com/media/EPDQJSOW4AAgw9R?format=jpg&name=medium'],https://twitter.com/realsheepwolf/status/1220753130377232384
aistockfinder,@aistockfinder,2020-01-24T12:10:36.000Z,"aistockfinder
@aistockfinder
Â·
Jan 24, 2020",$ZM https://aistockfinder.com/stock-forecast/ZMâ€¦ Zoom Video Communications Inc. The mathematical model has detected this company s stock price has an undetermined short term setup and has a neutral long term outlook #Finance #StockMarket #money,,,,,[],https://twitter.com/aistockfinder/status/1220680297865498624
insiderbuying,@insiderbuyings,2020-01-24T06:00:01.000Z,"insiderbuying
@insiderbuyings
Â·
Jan 24, 2020",$ZM new insider selling: 11067 shares. http://insiderbuyingselling.com/?t=ZM,,,,,[],https://twitter.com/insiderbuyings/status/1220587036803043328
Scot1and,@Scot1andT,2020-01-24T02:37:00.000Z,"Scot1and
@Scot1andT
Â·
Jan 23, 2020","Replying to 
@TonyStarke4987
 @ThweisSXFX
 and 
@thereallisaann",ğŸ€ ğŸ’µ,1,1,2,[],https://twitter.com/Scot1andT/status/1220535944421498883
Dakota Financial,@dakotafinancial,2020-01-24T01:29:01.000Z,"Dakota Financial
@dakotafinancial
Â·
Jan 23, 2020",Zoom Video Communications Inc $ZM Receives Consensus Recommendation of â€œHoldâ€ from Analysts http://dakotafinancialnews.com/?p=1458885,,,,,[],https://twitter.com/dakotafinancial/status/1220518838040780808
Austin Lieberman,@LiebermanAustin,2020-01-25T23:21:09.000Z,"Austin Lieberman
@LiebermanAustin
Â·
Jan 25, 2020","New Product releases from @zoom_us $ZM

Virtual Video Backgrounds, Expanded App Integrations, Added Zoom Phone Features Highlight  

https://blog.zoom.us/wordpress/2020/01/22/zoom-january-release-virtual-video-backgrounds-expanded-app-integrations-zoom-phone-features/â€¦",,,3,21,[],https://twitter.com/LiebermanAustin/status/1221211435411419136
Robert Leonard,@therobertleonar,2020-01-25T20:45:54.000Z,"Robert Leonard
@therobertleonar
Â·
Jan 25, 2020","Replying to 
@LiebermanAustin
 and 
@AustinLieb",,1,,1,[],https://twitter.com/therobertleonar/status/1221172364869885954
headsortails2066,@Rags_vs_Riches,2020-01-25T20:00:09.000Z,"headsortails2066
@Rags_vs_Riches
Â·
Jan 25, 2020","#VUZIX and #ZOOM 

Great #app !!

$ZM #video #conferencecall #handsfree #tech #technology #smartglasses #business #communication #verizon #augmentedreality #virtualreality #vuzixblade #AR #digital #5G #innovation #wireless #mobile #mifi $GOOG $AAPL #VZ

https://finance.yahoo.com/news/vuzix-announces-zoom-video-conferencing-180300517.htmlâ€¦",,,3,3,[],https://twitter.com/Rags_vs_Riches/status/1221160850720989184
Austin Lieberman,@LiebermanAustin,2020-01-25T19:06:01.000Z,"Austin Lieberman
@LiebermanAustin
Â·
Jan 25, 2020","Crazy idea: some â€œovervaluedâ€ cloud/software stocks are actually value investments. 

Investors donâ€™t understand the exponential-like growth that comes from sustained YoY revenue growth of 45%+ and 85%+ gross-margins.

$AYX, $DDOG, $CRWD, $ZM, etc",,16,22,205,[],https://twitter.com/LiebermanAustin/status/1221147229433552901
Media SentimentÂ®,@mediasentiment,2020-01-25T10:30:27.000Z,"Media SentimentÂ®
@mediasentiment
Â·
Jan 25, 2020",$ZM  new alert at http://aheadsup.com/twitter/newsentiment.html?user=usequitiesâ€¦  #stocks #daytrading  #NYSE #NASDAQ #market 275,,,,,[],https://twitter.com/mediasentiment/status/1221017481759875073
The Lincolnian,@ThisLincolnian,2020-01-25T10:27:43.000Z,"The Lincolnian
@ThisLincolnian
Â·
Jan 25, 2020","Aparna Bawa Sells 7,500 Shares of Zoom Video Communications Inc $ZM Stock http://thelincolnianonline.com/?p=3390208",,,,,[],https://twitter.com/ThisLincolnian/status/1221016794703548416
Ticker Report,@TickerReport,2020-01-25T10:24:47.000Z,"Ticker Report
@TickerReport
Â·
Jan 25, 2020","Kelly Steckelberg Sells 11,067 Shares of Zoom Video Communications Inc $ZM Stock http://tickerreport.com/?p=4988540",,,,,[],https://twitter.com/TickerReport/status/1221016055516221440
Ticker Report,@TickerReport,2020-01-25T10:24:43.000Z,"Ticker Report
@TickerReport
Â·
Jan 25, 2020","Insider Selling: Zoom Video Communications Inc $ZM Insider Sells $585,000.00 in Stock http://tickerreport.com/?p=4988550",,,,,[],https://twitter.com/TickerReport/status/1221016038395039744
Ticker Report,@TickerReport,2020-01-25T10:09:53.000Z,"Ticker Report
@TickerReport
Â·
Jan 25, 2020","Janine Pelosi Sells 13,046 Shares of Zoom Video Communications Inc $ZM Stock http://tickerreport.com/?p=4988250",,,,,[],https://twitter.com/TickerReport/status/1221012304298414080
Shiv Sharma,@shivsharma_5,2020-01-25T05:40:13.000Z,"Shiv Sharma
@shivsharma_5
Â·
Jan 25, 2020","Exactly why expensive best-in-breed SaaS can stay expensive for long periods of time. $TEAM and $SHOP are examples. Growth + unit econ + capital effec will drive outperformance in 2020 $ZM $DDOG

Most tech companies arenâ€™t WeWork â€“ TechCrunch https://techcrunch.com/2020/01/24/most-tech-companies-arent-wework/â€¦",,,,6,[],https://twitter.com/shivsharma_5/status/1220944443252998144
Candlestick_stats,@dailycandlestix,2020-01-25T02:46:05.000Z,"Candlestick_stats
@dailycandlestix
Â·
Jan 24, 2020","$ZM Three Black Crows
Daily appearances since 2020-01-02: 2
Next Day Close Â±:
Avg: 1.57
Worst: 1.57
Best: 1.57 

3 days later:
Avg: 1.47
Worst: 1.47
Best: 1.47 

5 days later:
Avg: 2.85
Worst: 2.85
Best: 2.85",,,,,[],https://twitter.com/dailycandlestix/status/1220900617805168640
Chameleon Options,@MC_OptionTrades,2020-01-25T02:07:12.000Z,"Chameleon Options
@MC_OptionTrades
Â·
Jan 24, 2020",$ZM 31-Jan-20 ATM Implied Vol Climbs +2.9%. Straddle Implies a Move of Â±4.1% https://marketchameleon.com/Overview/ZM/OptionSummary/â€¦,ğŸ¦,,,,[],https://twitter.com/MC_OptionTrades/status/1220890834318647297
Purnha,@PurnhaInvest,2020-01-26T21:43:48.000Z,"Purnha
@PurnhaInvest
Â·
Jan 26, 2020","Stocks for week 27/1/20

Longs
$SDC
$SQ
$GSKY
$Z
$LUV
$ALLY
$ANET
$GRUB
$CTSH
$HMI
$GDOT
$INMD
$PETQ
$TPIC
$WGO
$SAFE
$AXP
$SEDG
$RDFN
$KBH

Shorts
$IQ
$CHWY
$ZM
$WMT
$TCMD
$BOOT
$CHEF
$FDP
$EPAC
$KTOS
$TIVO
$THS
$SPB
$CASY
$DD
$CNHI
$BOX
$GOOS
$WORK
$MTRN

Perf last week: -0.04%",,2,,1,[],https://twitter.com/PurnhaInvest/status/1221549321113309187
Buried Value,@Buried_Value,2020-01-26T19:16:31.000Z,"Buried Value
@Buried_Value
Â·
Jan 26, 2020","Replying to 
@LiebermanAustin
 and 
@AustinLieb",,1,,,[],https://twitter.com/Buried_Value/status/1221512258301386753
Mbtrader,@_mbtrader_,2020-01-26T18:49:42.000Z,"Mbtrader
@_mbtrader_
Â·
Jan 26, 2020","@traderDanielle
 What do you think of some debit put spreads on $ZM. If trend continues could see $65, especially with insider selling and overall market concerns with this china virus (think its over reaction).",,1,,2,['https://pbs.twimg.com/media/EPOoyZJWsAERYMh?format=jpg&name=medium'],https://twitter.com/_mbtrader_/status/1221505511083868160
Mbtrader,@_mbtrader_,2020-01-26T18:47:54.000Z,"Mbtrader
@_mbtrader_
Â·
Jan 26, 2020","Looking for some debit put spreads on $ZM. Think we can see retrace back to $65ish..MACD crossing over, momentum on JC Squeeze downward, RSI going down. Think it bounces back once RSI hits 30ish. Lets see what happens! Oh and lots of insider selling lately.....",,,,,['https://pbs.twimg.com/media/EPOoX5BX0AAq3D1?format=jpg&name=medium'],https://twitter.com/_mbtrader_/status/1221505056068993026
Adventures in Financial Independence,@adventuresinfi,2020-01-26T16:18:35.000Z,"Adventures in Financial Independence
@adventuresinfi
Â·
Jan 26, 2020","Replying to 
@drstrange92
 @MarcusTeo7
 and 
@AustinLieb",,1,,,[],https://twitter.com/adventuresinfi/status/1221467478112509952
SteelyRivers,@SteelyRivers,2020-01-26T15:55:39.000Z,"SteelyRivers
@SteelyRivers
Â·
Jan 26, 2020","$ZM Eric Yuan, founder of the San Jose, California-based Zoom Video Communications, which provides remote conferencing services using cloud computing, announced  will offer free video conference services to users in China. https://chinadaily.com.cn/a/202001/26/WS5e2cdb56a3101282172733f9.htmlâ€¦ $JD sending medical supplies",ğŸ›¡,,,,[],https://twitter.com/SteelyRivers/status/1221461707387617280
Adventures in Financial Independence,@adventuresinfi,2020-01-26T14:27:31.000Z,"Adventures in Financial Independence
@adventuresinfi
Â·
Jan 26, 2020","Replying to 
@LiebermanAustin
 and 
@AustinLieb",,1,,,[],https://twitter.com/adventuresinfi/status/1221439529564983296
The Lincolnian,@ThisLincolnian,2020-01-26T09:42:59.000Z,"The Lincolnian
@ThisLincolnian
Â·
Jan 26, 2020","Janine Pelosi Sells 13,046 Shares of Zoom Video Communications Inc $ZM Stock http://thelincolnianonline.com/?p=3392869",,,,,[],https://twitter.com/ThisLincolnian/status/1221367924222459904
The Lincolnian,@ThisLincolnian,2020-01-26T09:42:56.000Z,"The Lincolnian
@ThisLincolnian
Â·
Jan 26, 2020","Zoom Video Communications Inc $ZM CFO Sells $841,645.35 in Stock http://thelincolnianonline.com/?p=3392876",,,,,[],https://twitter.com/ThisLincolnian/status/1221367910217719808
recession,@docgooch,2020-01-26T00:22:30.000Z,"recession
@docgooch
Â·
Jan 25, 2020","Replying to 
@howardlindzon",ğŸ™ˆ ğŸ§¢,,,,[],https://twitter.com/docgooch/status/1221226874782662656
Scot1and,@Scot1andT,2020-01-27T22:43:48.000Z,"Scot1and
@Scot1andT
Â·
Jan 27, 2020",Let's recap the damage today - out of $JMIA for even - disappointing since that looked like it had some big potential but waaay too volatile for these conditions. - put on some $TEAM.  no other position changes.  Pleased with $CRWD and $DOCU bounces. $ZM needs to tomorrow or cut,ğŸ€ ğŸ’µ,,,5,[],https://twitter.com/Scot1andT/status/1221926808167288833
Opricot,@opricot,2020-01-27T21:44:33.000Z,"Opricot
@opricot
Â·
Jan 27, 2020",$ZM Expiration:01/31/2020|MaxPain:73.0|High Put Open Interest:70.0(438)|High Call Open Interest:85.0(1269),,,,,['https://pbs.twimg.com/card_img/1644807065142177793/zb2QbZWn?format=png&name=240x240'],https://twitter.com/opricot/status/1221911897336926209
Ryan,@Ryan_Burgio,2020-01-27T20:44:18.000Z,"Ryan
@Ryan_Burgio
Â·
Jan 27, 2020","Replying to 
@LiebermanAustin
 and 
@AustinLieb",,,,,[],https://twitter.com/Ryan_Burgio/status/1221896738300145664
SheepWolf,@realsheepwolf,2020-01-27T20:33:00.000Z,"SheepWolf
@realsheepwolf
Â·
Jan 27, 2020","$VERB WEALTH BUILDER--ULTIMATE BUY LOW OPPORTUNITY-OVERSOLD 5 YEAR LOWS
O/S=25m
PATENT PENDING TECH THAT RIVALS $ZM AND HUGE BIG TECH INTEGRATIONS 
OVER 900,000 MEMBERS WITH RECURRING REVENUE AND BACKLOG

$FCEL $GE $ORCL $CRM $QCOM $AAPL $CVSI $SAVA  $PLUG $ARAV $PIXY $BOLD",ğŸ’« ğŸ’« ğŸ’« ğŸ’«,,3,3,['https://pbs.twimg.com/media/EO9zVG4WsAAIa7y.jpg'],https://twitter.com/realsheepwolf/status/1221893892360015872
Gerald Villani,@geraldvillani,2020-01-27T20:25:25.000Z,"Gerald Villani
@geraldvillani
Â·
Jan 27, 2020","@MarketFoolery
 I assume Jason Moser knows Skype is end of life and that's why Microsoft is not investing in it. Better to compare $ZM to Teams.",,,,,[],https://twitter.com/geraldvillani/status/1221891984291438593
Jamie Mcullough,@JamieMcullough,2020-01-27T19:39:25.000Z,"Jamie Mcullough
@JamieMcullough
Â·
Jan 27, 2020","Replying to 
@TraceyRyniec
 and 
@Lau1Keith",,2,1,1,[],https://twitter.com/JamieMcullough/status/1221880408142417920
BKAT -,@bkatcap,2020-01-27T19:06:54.000Z,"BKAT -
@bkatcap
Â·
Jan 27, 2020","@Trade_With_Mr_X
 what are your thoughts on stocks like $ttd and $coup $zm that are looking good but below their 20 day assuming insurance gains in place to hold. After waking up to the market this morning I guess Iâ€™m trying to gauge vulnerability",ğŸ‚ ğŸ’¸ ğŸ»,2,,2,[],https://twitter.com/bkatcap/status/1221872225663537155
SheepWolf,@realsheepwolf,2020-01-27T17:14:00.000Z,"SheepWolf
@realsheepwolf
Â·
Jan 27, 2020","$VERB THIS IS WHERE ""REAL"" MONEY IS MADE-BUYING BOTTOMS 
BUYING 5 YEAR LOWS 
PATENT PENDING-DISRUPTIVE TECH THAT RIVALS $ZM AND HUGE BIG TECH INTEGRATIONS 
OVER 937K MEMBERS 

$INPX $ACAD $APT $DFFN $DLTH $CRM $SAVA $AAPL $GENE $GNPX $DPW $GE $BABA $SFET $VERU $ECA $ACB $JD",ğŸ’« ğŸ’« ğŸ’« ğŸ’«,,1,1,['https://pbs.twimg.com/media/EPR-1qvX4AAxMgK?format=jpg&name=medium'],https://twitter.com/realsheepwolf/status/1221843812072353795
BigAAPL trader,@BigAAPLtrader,2020-01-27T16:14:16.000Z,"BigAAPL trader
@BigAAPLtrader
Â·
Jan 27, 2020","Is 
@ReformedBroker
 a buyer of more $ZM or $WORK on this pullback? 
@HalftimeReport
 @ScottWapnerCNBC",,,2,,[],https://twitter.com/BigAAPLtrader/status/1221828782148984833
Leni,@TweetLeni,2020-01-27T15:59:05.000Z,"Leni
@TweetLeni
Â·
Jan 27, 2020",$ZM add to long. Nice pullback.,,,,3,[],https://twitter.com/TweetLeni/status/1221824959623897088
SteelyRivers,@SteelyRivers,2020-01-27T14:54:50.000Z,"SteelyRivers
@SteelyRivers
Â·
Jan 27, 2020",$BILI $BZUN $BIDU $JD $IQ not going to be hurt by #coronavirus and businesses online should do more business $ZM $PDD these prices wonâ€™t last,ğŸ›¡,,,2,['https://pbs.twimg.com/media/EPS8nlzU0AAv9j6?format=jpg&name=large'],https://twitter.com/SteelyRivers/status/1221808790099513344
David Kretzmann,@David_Kretzmann,2020-01-27T12:10:18.000Z,"David Kretzmann
@David_Kretzmann
Â·
Jan 27, 2020","It's a high bar for a stock to 30x in 20 years, but here are 5 ideas:

$MELI- if Latin America stabilizes
$SFIX- if they can break into the mainstream
$ZM- ubiquitous across enterprise/consumer
$TRUP- if US insures pets at same rate as EU/Australia
$VMD- promising, underfollowed",,7,13,97,['https://pbs.twimg.com/profile_images/1591054097263857664/IPp2YdyW_normal.jpg'],https://twitter.com/David_Kretzmann/status/1221767383637024769
Danny Naz | Trading Coach,@ThePupOfWallSt,2020-01-28T21:49:38.000Z,"Danny Naz | Trading Coach
@ThePupOfWallSt
Â·
Jan 28, 2020","On watch... $LYFT, $SQ, $TEVA, $MOMO, $DDOG, $ROKU, $NIO, $CGC, $TLRY, $HIIQ, $INMD, $STNE, $OKTA, $ZM, $LVGO, $WORK, $CRWD, $TCEHY, $PYPL, $MDB, $SNAP, $SHOP, $SE, $BYND, $TWLO, $SHAK, $NVTA, $ZS, $NTNX, $TTD, $TWTR, $ENPH, $SPWR, $ABBV, $AYX, $CLVS, $NVCR, $SPCE

Miss anything?",,,,,[],https://twitter.com/ThePupOfWallSt/status/1222275565438361600
Blue Healthcare Now,@BlueBioNow,2020-01-28T21:33:16.000Z,"Blue Healthcare Now
@BlueBioNow
Â·
Jan 28, 2020",$ZM substantial price changes on this stock -3.41 % https://blueequity.io/symbol/ZM,,,,,[],https://twitter.com/BlueBioNow/status/1222271449219493889
Tommy Gaessler,@tommygaessler,2020-01-28T20:54:49.000Z,"Tommy Gaessler
@tommygaessler
Â·
Jan 28, 2020","Meet the @zoom_us #DeveloperRelations team!

Featuring 
@mdharrington_
, 
@ojusave
, 
@Michael_Purnell
, @ssshrijana, 
@bdeanindy
, yours truly, and more! #Zoom $ZM",,,2,5,['https://pbs.twimg.com/card_img/1645343445387468800/PpKvw0-X?format=jpg&name=medium'],https://twitter.com/tommygaessler/status/1222261773044072450
"Brandon, PM",@iTurquoiseZebra,2020-01-28T20:09:50.000Z,"Brandon, PM
@iTurquoiseZebra
Â·
Jan 28, 2020","I have been seeing some posts on $ZM
-here is what I see from it",,1,,,['https://pbs.twimg.com/media/EPZOTkcUEAEcHLO?format=jpg&name=medium'],https://twitter.com/iTurquoiseZebra/status/1222250450109353984
SheepWolf,@realsheepwolf,2020-01-28T17:38:00.000Z,"SheepWolf
@realsheepwolf
Â·
Jan 28, 2020","$VERB WEALTH BUILDER--ULTIMATE BUY LOW OPPORTUNITY-OVERSOLD 5 YEAR LOWS
O/S=25m
PATENT PENDING TECH THAT RIVALS $ZM AND HUGE BIG TECH INTEGRATIONS 
OVER 937,000 MEMBERS WITH RECURRING REVENUE AND BACKLOG

$FCEL $GE $ORCL $CRM $QCOM $AAPL $CVSI $SAVA  $PLUG $ARAV $PIXY $BOLD",ğŸ’« ğŸ’« ğŸ’« ğŸ’«,1,2,3,['https://pbs.twimg.com/media/ENlzquPWkAA125a.jpg'],https://twitter.com/realsheepwolf/status/1222212239882670081
SwingTradeBot,@SwingTradeBot,2020-01-28T16:20:48.000Z,"SwingTradeBot
@SwingTradeBot
Â·
Jan 28, 2020",Outside Day today: $IRTC $DSWL $STWD $ZM $OSIS ...,,,,,['https://pbs.twimg.com/card_img/1645232443413364737/09Wsa9AS?format=jpg&name=small'],https://twitter.com/SwingTradeBot/status/1222192814009786370
hinks jinx,@hinksjinx,2020-01-28T16:19:43.000Z,"hinks jinx
@hinksjinx
Â·
Jan 28, 2020",$ZM appears to breaking out.,,,,,[],https://twitter.com/hinksjinx/status/1222192538439901184
"Nicole L. Augenti, Esq.",@Nicole1515,2020-01-28T16:18:36.000Z,"Nicole L. Augenti, Esq.
@Nicole1515
Â·
Jan 28, 2020",Literally roflmao at the squeeze ensuing immediately after I purchased $ZM,,,,,[],https://twitter.com/Nicole1515/status/1222192260009340934
SheepWolf,@realsheepwolf,2020-01-28T14:25:00.000Z,"SheepWolf
@realsheepwolf
Â·
Jan 28, 2020","$VERB THE RISE OF THE PHOENIX BABY---COMING OFF 5 YEAR LOWS
O/S=25m
PATENT PENDING TECH THAT RIVALS $ZM AND HUGE BIG TECH INTEGRATIONS 
OVER 937,000 MEMBERS WITH RECURRING REVENUE AND BACKLOG

$FCEL $GE $ORCL $CRM $QCOM $AAPL $CVSI $SAVA  $PLUG $ARAV $PIXY $BOLD $NNVC $CODX",ğŸ’« ğŸ’« ğŸ’« ğŸ’«,,5,4,['https://pbs.twimg.com/media/D9gNLYcW4AAD6aI.jpg'],https://twitter.com/realsheepwolf/status/1222163669791854595
apppro,@apppro1,2020-01-28T14:16:57.000Z,"apppro
@apppro1
Â·
Jan 28, 2020","$ZM Outrage that this crap is portrayed as a current issue. It happened and FIXED mid LAST year.

Zoom told The Hill on Tuesday â€œthe privacy and security of Zoomâ€™s users is our top priorityâ€ and that the Check Point $CHKP vulnerabilities were â€œaddressed in August of 2019.â€",,,,,['https://pbs.twimg.com/profile_images/623935252357058560/AaeCRlHB_normal.jpg'],https://twitter.com/apppro1/status/1222161643213393920
apppro,@apppro1,2020-01-28T13:45:30.000Z,"apppro
@apppro1
Â·
Jan 28, 2020","@OpenOutcrier
 $ZM this is an outrage that this crap is being portrayed as a current issue. It happened and FIXED ... https://stocktwits.com/apppro/message/192161541â€¦...",,,,,[],https://twitter.com/apppro1/status/1222153730512097282
Open Outcrier,@OpenOutcrier,2020-01-28T13:15:41.000Z,"Open Outcrier
@OpenOutcrier
Â·
Jan 28, 2020","$ZM (+1.0% pre) Zoom patched vulnerabilities that allowed eavesdropping on video meetings - The Hill

http://ooc.bz/l/47379",,,,2,[],https://twitter.com/OpenOutcrier/status/1222146225606135808
CHItrader,@CHItraders,2020-01-28T13:03:19.000Z,"CHItrader
@CHItraders
Â·
Jan 28, 2020",$ZM Flaw in Zoom allowed intruders to illegally eavesdrop on meetings http://marketwatch.com/news/story.asp?guid=%7B0B89E252-407D-11EA-A2B5-7CA866CFD189%7D&siteid=rss&rss=1â€¦,,,1,,[],https://twitter.com/CHItraders/status/1222143114820882434
Investor News,@newsfilterio,2020-01-28T06:17:11.000Z,"Investor News
@newsfilterio
Â·
Jan 28, 2020",These Are the Fastest-Growing Business Apps $CRM $NOW $WDAY $MSFT $ZM https://newsfilter.io/articles/these-are-the-fastest-growing-business-apps-603fd18c95d8ea6f837f7850599cd94aâ€¦,,,,,[],https://twitter.com/newsfilterio/status/1222040908167819266
Ticker Report,@TickerReport,2020-01-28T06:07:37.000Z,"Ticker Report
@TickerReport
Â·
Jan 28, 2020",Sabre $SABR versus Zoom Video Communications $ZM Head to Head Analysis http://tickerreport.com/?p=4996019,,,,1,[],https://twitter.com/TickerReport/status/1222038500423405568
Mark Fitzgerald,@_MarkFitzgerald,2020-01-28T04:29:02.000Z,"Mark Fitzgerald
@_MarkFitzgerald
Â·
Jan 27, 2020","Replying to 
@scottontario
 @TMFJMo
 and 4 others",ğŸ‘,,,1,[],https://twitter.com/_MarkFitzgerald/status/1222013692176470017
Scott Bates,@scottontario,2020-01-28T03:15:20.000Z,"Scott Bates
@scottontario
Â·
Jan 27, 2020","Replying to 
@TMFJMo
 @rongross144
 and 3 others",ğŸ˜œ ğŸ˜‰,4,,7,[],https://twitter.com/scottontario/status/1221995142405591041
Candlestick_stats,@dailycandlestix,2020-01-28T01:49:25.000Z,"Candlestick_stats
@dailycandlestix
Â·
Jan 27, 2020","$ZM 3 Lower lows
Daily appearances since 2020-01-02: 11
Next Day Close Â±:
Avg: 1.58
Worst: -4.30
Best: 6.76 

3 days later:
Avg: 3.68
Worst: -7.47
Best: 14.88 

5 days later:
Avg: 5.56
Worst: -3.47
Best: 13.02",,,,,[],https://twitter.com/dailycandlestix/status/1221973523964366848
long growth trading,@AmitayYaniv,2020-01-28T01:47:16.000Z,"long growth trading
@AmitayYaniv
Â·
Jan 27, 2020","Staying long 5 years 

$Swir 
$Akts 
$insg 
$Yext 
$Twlo 
$Zbra 
$newr 
$zm 
$estc 
$bzun 
$tdoc
$gh 
$Edit 
$mbot 
$Iivi 
$tsla
$Sq 
$fb 
$amzn 
$irbt 
$maxr
$sedg
$cgnx
$ayx
$nvta",,1,,6,[],https://twitter.com/AmitayYaniv/status/1221972982849056770
